id,SQ_PRODUTO,NSUCCG,GTIN,TPGTIN,MARCA,XPROD,TPPROD,PREFIXGS1,PREFIXEMP,CNPJ,CPF,IMGURL,XORIGEM,XDESTINO,NCM,SITGTIN,DSIT,CSEG,CFAM,CCLAS,CBRICK,SUBGTIN,TPSUBGTIN,QITENSSUBGTIN,PESOB,UNIDPESOB,PESOL,UNIDPESOL,DT_FIM
251,1987923,784801775840653,21331113964523,83,9P,C4D0VVNA944F9LA0QPDXBE3DKNTVAO9W1F5CADYSWH6NAPDTERDLW9KV59RMVJBQL12JQDLNJ5ZES3MC9VETPP3BBIK1B0YFP8MIBWEM8FO167VJQYUO0YQVDOYHYDE50HPW2S7JM3VK4FWN3Y4QVZTLUPA5GU2DY5V8F3U0PW1TYWRTN1KSJDOVZT8E1FL2QUCCKL58AQ35R60ARG19QSKVOJ85LTJG0T5ET57RR6XRN08IQTLO7QHTGWCROGBZH8FHGUW1ZX8HWDFXDYOOBHO7MPSGUJMT6AYNS4L2LR1V5NQNL4RZE4LVC913M5WYZINQ848GIS13XFH911SK921VIJ1OI4BO27JNEONNHLG2KHN0SXOBI8Q2NMOF2KRVN803DUFDAIIOQGM9EB81URECG5GY2H24C261TL6M02D4A2DVUH3K0ZO0CRW94NN6L82YMYBG6MDI2OPLG6TBZ79FA6O30J34P4A9V66NSZZYIWWL3SN3,DWWBRR43OIU822O,654,26814222960,XYQ4HSBOT57JPS,HTD3AMYPFOW,30YI82RMRS7OGFE1T9OD6I4GA0MYIB5K18BDKUYTA8ZM24QX59I8O3SZKTVV2FWFUYS822O1UUE7TRQ86SJ1E4SVSTVG322SQWT239UJFZDZO5UL3H4ZCO2EB23EBX1IR8KHVTIP5SO1OJNCJ4E4KV05IS4E9PVXJKS8TB7NJ1RYQL563UK830AB1NGRAJRN3NJA6WVCEPFZ71D7QF3TB9AVGHRJT1GVWKPJYXZNDASO285XF44DUSA2W17W578S6X1F516K6CC622D18E935U10R5G38U3NW6FF55WDB1UJ,6H,LR,40276361,5,1997-03-04,86089497,42584049,88261341,85616929,264624799060,35,38149585,14570.638,O00MANH6100EZDOV6O08,93265.638,6CT47QG80R8RKF9Z8GN2,2009-06-15
252,24628900,734704258720415,21858535772935,80,74,HAQOB3Z9YN4BAPK6URWJWZB8N9SE135VTQR3F00PF2TQ4F8R7A87H2MD4I77BLAJFAKA5JO8G7K3AGRGBMM5K0UWRIXAWZHIRKFLKWOVIX8K0X13G2PS6NM16ATF0R4FI5Z4PZ37IZQA7SFZC6SK35JOPUTSS3H9NJMV0IKX35C58AUG5EUA8E1F0ZLVMSOF5NWOO2L00GW8ZWTE12AIDBM3QLLDW8RO3QEQBCCTWZ2JRQJDMEQJS7KWTO66DCTSHUUOAMASIJRJXMM2KDJZKC074LTHYI9T2G98V6302LZHO4TOSZIO20WXAQNFSG1PVJX08WLTL9CJYABBITXHYAU5GW67YHBB9VXYV79H42W0XSEUC21VM5P5FVA9KQWEKHFEXPAHBERGB81XKTEMMTKF4IQ4YE0NCQEL5TS9OXSI1NU90DFK0YBTSW2KDFL7MHKWSMHT5L10ZLWNGXX5LQF7ICPLQ5OO0JXD958W63G7YIWENOQO,HQB0GJ600J23K4Y,431,41267433870,QLAEF97J0TNX1Y,VZBA24Z2S0I,UKTE22KDBFZKNHBR1G4LDT2DAX7N8Q76OJ9EWE9WNNHDVM3OK9EF4K7UQEIQPBV0YURDAGQYBJFBAD12WERJGPX9WAZABWKZPE9SCIIYXBEIP4EC8U686DE8Q63T0XFSX0ICKQJ1WB2UMD9G25GAEW0KX08EFXXV574GIGR125XGMQDI2RZDBQR0I8HR9B75DWI4ABRM7MVBUSGOI3SYB1M1K691AKL1YHVLO2SYKNQ6ODHHERRLEA75PZWH8M30Q2YC62CWD2RQ6DQ7L5F5TPQG94PYYM09L847C74NMUSN,CL,6E,17909998,6,1998-09-26,47901670,14625741,13369350,30141517,16912134699517,55,58409477,51650.004,334Y5BS13ZQ94I2VES8B,15327.098,SOCSWUASI3JK7G1FDADP,2009-11-08
253,60275,106549352505220,43130630401194,84,R7,PAWGVN6MWNK727XUWH4INY0EMVWQR3XVWREUBN7W4OPRC3HTIZIL7C94N7KB778O75H6HJ9TR53D8UGAGVJH5727T7OO8ENBCE3KLGUYO1A1MJSPASP9PE9TB5CV54RMZLDY2226YXJPTCCXONVGIH4R0TI08MK3NSLJGPYONXAWNPCJREMZDD4PWN3136JTYJ6XX09PQPE3SF7IST8EWS0F1IVUQZA4Y90PLUB2DVUG6HB39PZLY7TS93S4YZTPRT31V3Q737WJ36G6FTZ1QJDG83IWSIQCQHWK6V4OHVNX57N7DWYKHMPB6RFBK0YTQPR51W3G2XYXCHTWCZBXGC644I0I3M7Z7VLRVBM9MHQWUXZIRRKA5GNX60JYTN338DWGN6X8FFVH4TGL8ZA4OPSAZ11WBQRV2TC8XD6UPFX4YQD1XFN1X5YZEA0LFME7CBDOFO1BCI7PRU5S5JOEOVE875JKJ6MB3CL2L89HODC8QMZTYMK0,GRJ2MT1IZRNH4DS,823,81859116072,UQSMY1IBBEI1KW,V5R8IFOO8Y7,KFK5CS9O52AYMCPVQXL5PSK7MRTSYJ7OQMK8TEVTRM1084AC61Y3567HXV9Z305GGV3L2TJCQ0I4YL30QCVNPMVUP38ZUN90PXECTJ8D6A97P70O0DR3N6Y7RXZZ0TTYC4E4SHX87A2UGTRSSV9ZCDFZ316XXJCVKJF1CC2E8IEQRONZW7T738TJZ6XZFLB44RGIASIQJIZ232CXL52OJC533ZE55VTO9JOKOOU2GYOC2WK112ID0ZX00X5ZUEQ2WWQQPAF8H5TT6C0JPSPJU7VLSTRAM7TYU1JZ9W4GC4RN,AU,KJ,43590418,0,2005-05-17,37771095,22407597,76380270,19709683,67606404598892,96,14081944,47695.23,AV2W0FBRPLLY8B71NB67,6289.657,FTDM1L02CYTE2GXRMCR0,1996-03-30
254,572378396,682470937542729,14501490040450,94,03,IRXS8PB6K3YR0XM87IZ54GF0YPE7JYT2CUHGRGKW54D8AAOKL71OA249I14BL8EK9L5TYV1KY531F3IGLFDZHK3HVYUEB1H3HCAN4JCVQYZTXAILPGRQF84DWH8TO45MZHFUXLS1RP67I3Y0DKPWJR5LDYX8ON490Z4R4Z5INEUAG36OKLMY35OFIDU61XERIJ62BPPL7NU6P23WF09FOCMBW4WLIWYA0YBV5AV5ZEIVU3A8A4NDRP95XRK2B3V9U0GHXEERUTF3FQZYY4NSNZ7OKNNT02EOBCZOS7CZ2JFQ8HRZYEPLHA27MOOTW9Z4YYHBM3FYVLBBOK9Z193NCPUJGV97ILE0SHQ692JV3XG22ZT1O2N6TRAHVYEGVUH1TSZPOJ8KU04DX9SPDFZ715NA0LH8N7JKG0YX0KJ3ZURYPA20G6RPW7AMI0QER0OGVG03NFFWHCUP3W98GCT72UD6HASLW7XIGNJ0PBOSALE7R50UNGH1,T132662E4OM1NQ5,241,50180154770,PR45TUI4JVKFAY,W8VQMAC1Z4S,520X77LG41R1IDXO74TQIUVSTZ2CUSIDK53M65IJJT0WO3IJ9SRF3ZM24F46A97RS2JUSTESC9BVG8ZPQTJWQF554NBDFOE1P4G6M0T4XIW1TZZXLZVU2YB0VS4U4AC8NV8HBOXAE29MNY5RPHZETYCA5LQVGKVW1F7Q73IXJ1DGMDBD63YQWPFCJ3JAJ47ELOXGICZN9OIIPVS3RSVV7KC3RS8UCFGPE140FOVCE7TMIJ4JCF26KIRVBNYSOCE90MOYYD9T5I4O9CN7ZICHKP03AZ0Z4493DFH9FMEZFTWE,HS,NE,94239886,5,2018-09-15,19466521,88887549,13375518,6566380,99909686391555,8,69055232,2850.527,D2EZ04Y87DACFRAOCXGM,96978.139,054PQXYWOK8ISM7PCO61,2013-07-23
255,3,1598072751501,60122246907423,68,AC,NKF0P527BWRMNECYMDRSZF1N6Y9WYVX4ZPXHCJ204FCEHNAHPOF0CB5FB57U4KKPKLQPECI8PFIPPZLLNV5TO5WPWC5VLI42MWLTH8L8USQHMF3ZMELEOTVZV94Y3HGCBN6NNTTRLMQ803MVZWQW6CMJZ67Y9ER29KLTO0R4SN2HTINVPGD9CD096ZJT276YHYWGF863KHR3P2M1MNTHU4IQ60XID3G3PAHQDS4XH5XMZF20ZUTDTRTOPOZDRWYX75L61ED4LZHWG5RC5ORYXLKPJBCOTA1430YAKWR1ZXZ4301037G25DG6D605KRACKOQP0QKHHAEB22CL7CL68XP7G48Z6GLOH83OG2EFB3KHMIGWOPLWLXBGHER4VC9FP9XY55T1FMY6HUKEXYH4W1625F9RU83DLR4TZ9YGQYMJ57ELMDZ7CBCZJGRF8ZSFDYUJOY82K7SAR2E8FR2ZWQHQZ3UQU2H2J2KN8Z2W0RJYNSOBHFYR,VXV1ZHEE5CSIPJP,132,32888271889,2TACJ1OT94NYLZ,65N7IG44BAN,6E620J6QCOXPU0DN9I41LVKT5ZF31FWKV2P7C9A88CDOQ1WPXB94M76VHI3IIZ3MEDD2WM9N8TEQCEFEFR0TEUX8103QMGUN8ZF3J9CL0E1WJ7BHSKAZBU6XK7AZV4H4VOYMQUTR8NTK221ULZQ2M1LZY1TDURBRF4ELFP7TN6ZL8R06AQYK9QYYUZIOJBG9V7D18PW7IRZVG6UX1K7SCS1CKMAFHM0KGLDU0Z8G4K4N5ZAPOQ6462M13R31338FVQWRJQNJTOQIEDIVUIAE84IVQ5QI9S3PIKBYCPQIIV6M,89,41,1948386,3,2014-06-02,86077939,68523123,81722688,93532807,82973542199100,96,42795464,85380.127,U68VPO8F8OX0WAUS8KM7,98503.297,DPDYZBJO9A4YS43XSZME,2013-07-17
256,3683119,724891936037147,64235641597948,28,QO,XCJ4AV2YC6X9BDSOHM5J8Q8EUS1VJ5JWJWWYLDY8ZN4XNL25WVPKGZ6285F8EW9Q4ZAZZR7UOGTX09E3TL4B69M6EMJNCMQ13LAOOKM8AA963MS1L80VE37U144OBZFV0G4PH86TOAQRPLUNZSVJJE47EQTWLTO5VUC4VZJVSDW654ZPWSV0Z0KTPQBUF77P8S7VQUEQBXVD3L4G6XAVG2NXQPWNMZ4PC9ZP6P2F5K5YNPVKLOQ4B4VYB7NPKMXFJ0SNEEG6T5ZB2EO1YZPMYJ2T0Y74S28ZF5GZ2R366L42LIVHDG31EDMCR6FVEW2MI9SMIRRLCMDXWPFEO5OSA5APDLIDRX3BGTAX8TXCUD6K893NDXEGLGXOPT5AM2KT8SH34P9ST2QSN2AIYG503CTTBBRHJFGWZISBKPVV984VVZE3UH63MZE84JPXAZ1ULSAKMY2763OJVNTWPDMRGIJSCU8GROV3ZC1CBFGHVSX6A5Z6POZC,H31A9273ZQEC6W5,121,37595347060,MNBI3XKO4MBRG8,HF328B6H6NE,EIWY4IEF3KRI4O7QJ8MPS2BTCBC6FRLA66089F4YDWTR3B9LPV4YG7WXLFHPKUS94H7PAIJPSJLBQ0794V7Y14SMZ9014QQKA69ZJ1427CIGR7VDAJ882F5PU33GGIWS8Y4EVYZ4XT4PP5RSX6HLVF3JQLGFGBMZKN5DZEQQELEM175PDXAEIWXMOM3P9W9KOBHM5VZI4OYVN5S5FVH1O8I6V1XG1EH3736PTLYRIHB6YZ122RWMVAZJQSLVXTAKFK64FF6J1H9Z6ZN3N58JBJ0TGXY6NUOJAXC7BJUCZ0I5,UC,VB,25658500,0,1991-10-19,66916900,54994128,20428229,72463235,55156269768345,39,46675897,72301.155,KIQOUNM6QIBS7I0W7KAP,65883.182,T6ZNUP9X4J8IR1I8TU8Z,2009-11-11
257,2907828,277909773524751,18485311028884,86,4C,M7IUJ6A5E2XO36TN2CR0YZL96ZY9FQF3IKGIAC3QYTA9Y2FFJD4UJDFTEJ04NZEKVJXTPOSX7NUR1EQLMZ35D68KP1QQFKJC4VDUZ9WIOC8FWXMKXLBEFEGAZGU1RNM574BS5ZFV44JJMLZ3A99TPNMA67G13S6IGTMMU5GNTD327HH5ZOQ9NLBVQAAIY39V6K1L2F7ZKH0D8QG2T3KM37FPRUH3IUBP0DI0BP5KNBFEHT0YE3LMYO488MSU6UFY2GS0J7G10T0VE9M0LLHC3P18ESC1IVLZPYB3UHAO6334TINU5CQ1UBIOB7S6T0YF8DSKCOW04WXBYE9DB5ZJD4ELAJUO9UFHKMCIGL1T5DSLOCOMDAMYMN8RSO122MV6NZXC2L81H6EGHRNAADTAMW4YWNTFVM7UUVMEVWHEQ4WTG7DEAKXZ0FF9FRWRREQNTKU0I3Y4CI4846E1OHL36F4NHBKBE5XWP1J987Q01DSJSDMTEN74,P0ECPHV582ZDAX1,560,55009396481,3EM4QLMRSPHJFO,X7XNHBWCB9T,ZQIKCG3P6LPUZA78FUXZT4FTCZET45KP361KZF3HDO1GKUH7IR6FTWB8XJCX6OV16PB2BG9P0KVL0Q755CDJ5K0TXEGIXEKT61G99J09R06O3S8H56X0GIIRGITBVCLI8JTVEOR73FBR6SSMAM3OZS9RRYAB8HQ02T7JMC3LCL9TONMBBW9ENEO748DIS0TXQXVZ292QRYEXU6Z55ML0XPZS862OY7AOFYMZ52SVSKRW59IBK3V1D0P3QZOZM4V20ZFUJDLPYR8E33XY3TPXYQJBZE5MWT6BZACKFC8NT0M3,6F,2O,93281,6,2005-10-06,10495602,64096339,55539947,28643565,1363746937645,38,7087649,67218.147,BQICOTVJNI87YZ0Q8SC1,26753.186,9EUYFP5CD46UR6LGUM3Z,1990-11-09
258,392,281713594912699,73458093655416,3,OX,8SXNAUGTKW03E7WABFARM2GZGF5NGIWK9OYZYKJ82NE3L4RONX0BCME28QAIUYSA8ZUH1DWEUSU48D8R2FIWZDEDTCDXZW21MGXX12BJCUKYN4ZO9W7J5IZB9IHKRGZRKY5RHQ9PA7DRJMUM3TN48LD70UMU8UUF9JJ0SAQAK62W79QA0OXCB290PAHJZZO7EYXNWS029FO07YMAPN2ZIRKY9TPQWQ72SS59188W2YSN1QFK46YSF4S4IWO2MTZ3WLSJ4ZXR2VOU67HPYSUQ8Z1E1LCAPEIXDFXMLJ818K3PVP3XRNOAHPII38940L3IY4UU77Z100YNG03BHJSW00MS8XPWAM9A7JUC83PCYAX2NDUR7P0SVB8T63W3OJPI3AVA2J28B27M5NCYLP9RSGLDZC9OT0NY245X7S5A6UDTGQG7WH24TV6R2MKBYK1KJPAOPJLVDGU8ZFYOTLT23EFCH0UHTD2M1HOFSLUOWOYX5CF0WIB6,5VQ50AV8P5IQUL4,799,81381137143,XV9PXK8ENOOK7Z,WUMYMHXE0QO,PRUODIKKIO4LU5ZJ5JG7XTRYJYL9N1VY2UBTQUX1HLW9JIQZLPQ9S3BGEW5KWQGF96EBE3C955447D0HZGHWE1ZB4EP0AWAXOCGVD3DLRXX4E8HNA6SKSTU9YHWF8ZQQ0CAGMJ961FSAHQUKMW4STPPTL8CDATS0H2ZVU6AO4T4L5HGWJ8T39JO0RF31AGXLK7N4WN2H5YZST8M7B9LG14KMIC66WDVJII3ASVI8DH411WRIWC6359JCBXYNC4PXZ4DBES21U6O0X7Q0C747DWYRICNMV8VRO0GXCK7AAHUO,0K,ND,21911469,1,1990-10-23,52538106,7014312,66925838,98110601,72777026652216,84,17039362,34580.648,TEWLQ97QIDNFMYJB32LF,57995.587,6R343A3R2MIZYUMBECPZ,1991-03-13
259,242724,23924395829519,11926969138574,28,Z2,LJPT7GVZ85QJBD65ALGCUC1L2SFKMCOBZQH7CI7BWD82TXUKU5ZYFQXU9ZK80WNEZC2A952KJD33HVEHAURY4ZSWU5SEVK5VFDCE90MCEJMUEOOIK0XOAQVQRRNAOTYMDKH067WB0SUTURV9JNSY5RA9XVKMFAS2ST7C02NTL2BVFJCOOX47EWZIU55TT597ZQKW0NTH2WT6WBPWKZUSAIVQ95RS2KWSW8GL16JADACZJRQI39P1MXQFB4ZJU63AWQC2GXSCCHD4LEWM3RO3LXII0REZCPCW7YHILZDBMJ930YZQK2IYZEOA9LCRPNIXH4DVFKBCQ4BSA1MQ3Q3D96GPFPPNGOCQ5Z52VI8F60AF2TRC59RUKDKJZ9K2EZCGWV6PWMU2KCWLMCAWVBRFLLWDG7AJ6T2WRSMMSXKQIGB3GOL87JKF25DKQLM2BD6MU5DS1HT2BQNUQCMMF3JCIBQM4TA3NAJMNY8OG2R5CVOSQMTQOTSF,QB6N6IFPCZCJNMN,129,84334777675,75YMYGGM0E7NLQ,BUJ8VQ0IOMB,UV8RX0YCMPYWJ92BL2CIAIIN01Y8GIHN3DA0IXV0YAPPVNQ8WKX0BSWP58PH4XCKJO4L38X1UR82Z8J4BRVGQ2CC4NYXDEH2K8PEEY35NBPZJ86JAX5NAOWITMKZDBMZ5QUAIZQIUR2PGTYM0TBSIQPO7QE0ZG87MKWN2G6IWHD5WWRPQ3ZSCQTWN9CXI96FF0HYFO5LF20MWNVA62FKZQHHN4QAFR2F2SJOOSHNUGE8BHQRPOOVYTDIBZBK4GB24LU0QTS664KI60N6ERCL6NF15ENTF006DVSGP8NICAXE,SN,DM,33441302,2,2012-12-31,76373136,65023015,28783334,17727320,19646006725761,87,33866561,83802.522,ZMWK88655HBGKCIAUNI2,45698.048,CPU01PQ2082JVUGK4D3P,1990-01-27
260,9286438,599667422951138,37908481687657,67,FK,FRDPLBYONKP9LPE04ZXQ9354LA07B1UOWMUMXGS93SWGSHOHKOJ8CHHTVPFBK4EYF6GABRQDJW2WCITI45ATPPU0KD9NON7W6MQ0X9A95IYNP4CDDUD8KE2YLDTWN7UEVSX5JZWGTZQAET6EM6LZAEEJGUEANN6WVVGZENFU25Q8LGFPO98E3MZD8KEWQBPTZ6DDIN7KF4VVOR15SL55IGQ2KS3VPGR3C1XFJVWJ9LUVG90SRL8DZ9AC6QBH26PFIJR6RK5LM3ELQAO9C8BV373H1GY4LCH7O9HO1YBQ40BXJBI2QEGV1GSW0AIBNO0FLCXVSH7VMY7VTD3S26XD0QQOHAD9B0HKBVTXYTH8FRLV4A6PVGEQI7GTS8XIDZ9WX62OSUGCRRYWDRVJQ49WZEITZ9PTQZ5A1K3Z2VGCOHC8H7XU0LB7PT165CGMXQV0BZSXXOOB84433ITHLZI1GYE8YB6PQ5VSYBOC5A6WL9HS3FSA2NOP,F30IMMXE60EGITC,792,87251877305,G01TA2OFCUN15A,L713BKDNTR6,ASM63OW1N4IB37LB3GIVX6CJ5S3LVER7Y99PHV2PTZSNE0H9IU1DMDQ5S3IQVKST127QNLUKRKDHJ9NOI9DC2PTKB8BI5WWLW04K75S4OU7YZEI0KCWSWQUGPJCMTZ5JHUOY5OFXPY3EEXUZLO9RK6Y9HTH8LPN5LG2MSNZCME09DFG0ACZ9RE0CK9EWQ9FE7IDRK838QTRO29JRH0BGTHWCOUT5JQOE0MHCWEJE2OQV6I6PBQ9LR1RLE2L3DWVAIP7GFZJJQQBTB0ZITTELBO3AGJFS6SH3BJLKZAPLEO4F,HY,7X,1589345,4,1994-08-23,4522539,75308675,6753309,85079587,7033155240942,47,42783623,74828.428,GIPRO33NRH1SHA4F4XF2,9112.579,M5EM679QN29VPE432A8D,2008-12-02
261,92194,264722448021103,60966070914144,12,RW,XOMVCDA41YUZTGQ0Z7J6CTGL2V6YFVPEENWNF8A6G7GR6KNVUMIPIZAIG8A0YJDYHV1N9QDJ79LY48SWBKCLRXKIVLJPIVO10JNULYTZM27YK660PDYJXN9FBEYT1NHC3T8M0KPEO4GEP2P97EBIOP6BZGZSJHD76T7H62EZNNFZKTKUBFUMA3LNNHSONU6GPTZV811XY3M2G7VAKWPYKWIGJHT9393AQ8VI2EVDW3SCRP2L09HGDZEH2RXV7ACPAE5A9R1KJ1IR1D73Z72BADUTWF1UAKJ47UIL1BJEQ0DF6EEIWMZW8T2SS46F5PL97OGEXBB5SO8SANWWAU73V9UI7SM8N0T08MSAZOV7US9Z0L5H1Q51OXZH22EMHG4CA6YM3JC4688XZ7OPLYTOR7A0OSNLNXFU1WDIP8BWJJ2MRUHYOLX02LY2I450D0WL7YBLQUY5CLT34I1LS7XG8L6S7E7HHK3ZEM7KV5FF46YUBCUQNPZ9,8WQFU29RMYT8JX0,225,75120328968,IJRSX8E0ZRJDX0,0IJNVU3JNZ7,NZ7OBHMXTZCGYMA7V15CUXUUIETQ7E87AGBID6T1R088XUKQ3HEG2RXYV1P92JWZ50FZC0PF4DRMUUZ9JI2FXVZ5MPJEG6L9J451NAEBH2QJSCBKK48ET7G26VJO4OTIYHHWCGD9PZEH39658LJR7GAHQ09G69BEND5VXO016DKVQKF28PUA8P32TL165Z544FE10EP19YTNJZIV342MMX9YQSWZPO99UIF1UHJ8XWUJQ9D1MZ3EEXE7TOZV2DTH284GSVS223740716V05BIKA5E0MRA22JFBER1CSYK64O,M1,ID,71689148,8,2001-02-14,55825515,9149921,40713470,21088340,69321081114313,15,66712582,25617.713,9OGNC4S0T24DP26Y8UDF,84512.144,GY3B7OW2P5IYJBQHEZ19,2020-05-16
262,6659,468115864643351,17817199623953,53,TX,CV0S99I8HNU6QXB4117QURRV6OF22LVIRN8B4DW2ZLARTWLB1Q79YINFPOVCT3MHVHAO3OT13YF6DF2DVRQ6K0C0QHI54AXF7HMQ2U2XX92SL6C1OSX6BB098L0RY0TBE6YBVB5MRWC55PRI3JP06VCYAOFLWGSPBWC75QHQRD37QMNH0U8P3TYHQ947H9UNSY0FS1IMPURNRZWS4NGXEH2R1VU2W91KQDALS7GCGV2ANLUUXN4LLM4Q7ORPW8FNH480O1IXO1CMT8XOJ2BPQBR7CQFTVCMNRB2S4GMHBP2AY3YBFUQVUZBATC6SF5XG1KLCCKMED9J7CSX3AMVRECOJCJQVRKKR0GWZHWVEI8SJ5WPWOZX0J6TOIGI4LCPOU3R6PVMMJEJJNWZYQ7VV9OT44Q5KQQ3JP96S27T2G9DTEMNKCXIJKKG6ILU80LTSE9Q270WE8BDIP4XT62CF251XKPIB7V2D6V5BC4VR3RJYL2Z8LI1H,D7Q1MPGHIJ0CNMG,875,81136500090,AXIIPVUSQ8M2HB,9RKBW5HWBA7,Y583YWD07CAGP7Z987WALDGEQHVOH7I4N4NKG1D8TYC5S9QVCRBI6BR0QHQQP4VSL79UH5SM54I4O891M3QPJ7SCLYKVVNZUYZTS5HTMHD3MGCJXBTUL6PHOB6U8Z82MYUEV59X9WJ6RWQ2G755WED5TCXSKBEXMH8ZE0LO0319I6PKK24H8KKPNEIRD1FIIFVXF3J56SXSJTPVDSQO6R83EIYAUMSNRUK9SSN7WSGZHNX8DONABAZZNMWBA1P74QAFAP2J2JMFDQZX6Q300N1OKI93DTK5U04YP41PRBHA6,DW,AB,19483495,7,2013-04-04,49761509,61165698,27601971,90740158,29855874437173,13,89179040,17770.526,2FPST8TRDXWT651VREQ3,45978.482,CUYRLZ3DE5QSHS83BZ01,2003-05-17
263,466026339,370594472480969,24853120768242,35,PR,DWUH82LY9MIP220OJJZTGDSGT76WN4VAPW753WGU2UR3JJ8MKS22R04VTIF0X7ADC7M6BI85JZU8158P09PZ1RFGEE34A4EHYU1TS18IFY3ZV4J6YDTUKF17IAZRGV95B9GH7BK6LWCG8WV8TT7QFKUY7YE155DP537BSLMJC4WPMJ5O8KDD6UILF4APCDCM5HH28RR3S569CMNMK6X4MVZFQMU9FV1NB87Z66WP54VQXGG8MHBDOE7C3E8C92B2YTV3RR41H36QOVQ981X5KIOBYS5S5RSIPGKQZKX6Q4LTUWZXR3L5S0YE71YP0T6RPSPIQ0KEWV2RQD5F4U1721BBR6MJU4HNAB4NT7PP6R950KNE16O4FMPAU43DM4XXGRMOC1XJEVWSSZIF0EGTO38YRFWQ3QGYN0M59HHQVQIY747OY88BIQHI3LB1B540J87MM18Y5AGZYA68H2U50T5FDYSBUWA2NYIBJ4W57KFR2PYZQMI0,LMS1BFC9WKQ9UNJ,325,1367588818,HEM95KNH1IJ05Q,P67T085J7UT,SXWR7L1V4TXS2O9VDPIJ6ZAVO2YCWREX5LA5VHNX2GBX0UMP6KAXZU5M4G01CIX2YOBJPY31O786XVKPFJJF3UPMQFU9D9YMI41ZQ9G7QCJGZ6KKKN2VCHDMTZQ2GFEAXYG7RL0Z0TL8A90EPGQB0DILKDARTIZWR8WQC3ABV2M7PMACSSE27FLMZ3R5OR2IRWI9YEFZJMO6DOESYVWOCCXTZDOFF5ZARBIAW7X4KTW6PMMYMLAYL3YX4190U7P0JLLWY7L09MNDXNKLE6GWWY5FHRYUK3MRRJ06XVWRLKHS,ZH,UM,38620268,2,2002-09-01,95324942,96471916,6321197,8846530,92630450884259,30,32161856,52146.13,H1U6UNI753N9SPA1IKBW,80743.436,ACQSA9K9XOJN3IJP77DU,2016-09-08
264,8306,160284311264400,62039357669738,55,PD,69VKLXF1I81UV4ZYDW607Q7C87HBV92Q9L4E3WZP5UZKL7FY2EKFCU8VUKZZW0CJZB3HCD9NHWZJWHU7X0DQ714IGWFHA0IA9SVPG9V1PZ1LAQLWA5KXF91FO8YIAP5N11Q8AO9R2JPSFBNLRZ25TBOMM0YV9TEB0TJQ7XTFHBK9TI2VAHYNGP39ZTJ5LCE0G81X7I1HPV8IS5VJOMRMD0D0G2VBQZAP7VT9OEQFBCJ3CFX8N1GIXAO0VRA2U7U8GN7RFPMKPBL9T7I0EXET88ZIEA752N6TQQSI2J037Z1R6GD2G0KSEKIPW06XYP3LRBSMU1BTPCBRUW1OIPPK7CA0SXI7VM1IWHK5GXM7MPJXLQ39TW6YORIFC79NG1L8D82QXJUFEBZHYYJTJCIIL44ETHTXUI5UORV9HERIL2OC71C147CC0WT5O0HZXGZNIF6JMXNU95DQDJQ8YTM6JC82K74VHS37PW50QQPP5V9BCATL1VXZ,DBCGS2FQZRTKLOY,157,32680892453,7DUVZIDWW5QV4V,OGV49FRKZ5H,4GK24IEVE3EXEZ0PSR6VR5G09EGRDZCR3HAGU7S93QZQTQ0SXVZK8Z0GSLE42JDXMNTUO4BMQG8YF82DRQXK2Y5U9BLOHFJ0CYWNR1ZAXIC8LEKP5EBWNM3AY0ZYOE8TAIA3VVS6128TN34T1XCY97EH3M9M3035DYOWCB6PCBBI0Q33FA3VWWKVN5J3TG20QT3BQ4WW4FHC9XXXI42B9Q99ZTBN2OY88EVZMEU04SC6FVGNG1L2I5P85ODTC1V02KPDM5BEXNDBZVPSH531QEOSSC3PCJ9IA5BZX2J6Q0D0,ZA,UR,81645133,2,1993-06-28,75520431,16491167,14623340,42089122,33968311498275,24,25081328,26837.045,5R19G2H8P8408EREYU5S,1480.997,ZAZC04QCI5QDX7DVBE0P,2001-08-08
